location,specificLocation,time,itemType,crowdLevel,lostCount,weather,dayType
Library,Library - 1st Floor,10:23,wallet,medium,3,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,13:27,phone,high,7,sunny,weekday
Anohana Canteen,Anohana Canteen,07:11,waterbottle,high,10,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,23:10,phone,medium,6,windy,weekday
P and S Cafeteria,P and S Cafeteria,11:51,phone,high,10,rainy,weekday
P and S Cafeteria,P and S Cafeteria,19:05,waterbottle,high,9,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,13:43,wallet,high,7,rainy,weekday
Library,Library - 1st Floor,03:52,document,high,2,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,12:21,waterbottle,medium,5,sunny,weekday
P and S Cafeteria,P and S Cafeteria,11:54,waterbottle,high,10,rainy,weekday
Library,Library - 2nd Floor,11:24,backpack,high,10,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,21:29,phone,low,1,sunny,weekend
New Building Canteen,New Building Canteen,17:21,wallet,high,9,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,18:20,waterbottle,medium,7,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,22:37,phone,medium,5,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,16:17,backpack,medium,8,cloudy,weekend
New Building Canteen,New Building Canteen,20:06,backpack,high,10,cloudy,weekday
New Building Canteen,New Building Canteen,22:39,waterbottle,high,10,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,08:46,waterbottle,medium,2,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,19:56,wallet,high,8,sunny,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,12:32,document,medium,2,sunny,weekend
Old Library Space,Old Library Space - Computer Section,17:38,keys,medium,7,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,23:55,waterbottle,medium,6,windy,weekend
Business Faculty Study Area,Business Faculty Study Area,13:08,waterbottle,medium,5,windy,weekday
Library,Library - 2nd Floor,15:06,phone,medium,5,rainy,weekend
P and S Cafeteria,P and S Cafeteria,14:45,waterbottle,high,10,cloudy,weekday
3rd Floor Study Area,3rd Floor Study Area,13:22,waterbottle,medium,5,windy,weekday
New Building Canteen,New Building Canteen,08:19,keys,high,9,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,21:07,card,medium,8,rainy,weekday
New Building Canteen,New Building Canteen,20:27,backpack,high,8,sunny,weekday
P and S Cafeteria,P and S Cafeteria,20:37,card,medium,7,sunny,weekend
Juice Bar,Juice Bar,09:43,waterbottle,medium,7,sunny,weekday
Juice Bar,Juice Bar,23:05,phone,low,5,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,14:48,keys,high,8,windy,weekday
P and S Cafeteria,P and S Cafeteria,18:04,waterbottle,high,10,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,10:03,phone,high,7,rainy,weekend
Library,Library - 1st Floor,13:58,keys,medium,6,windy,weekday
New Building Canteen,New Building Canteen,08:50,card,high,9,windy,weekday
Old Library Space,Old Library Space - 2nd Floor Study Area,03:59,keys,medium,7,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,17:23,laptop,high,6,cloudy,weekday
3rd Floor Study Area,3rd Floor Study Area,11:52,keys,high,10,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,15:07,keys,medium,4,windy,weekend
Bird Nest Canteen,Bird Nest Canteen,13:30,backpack,high,10,cloudy,weekday
Juice Bar,Juice Bar,17:13,wallet,medium,4,sunny,weekday
Old Library Space,Old Library Space - Reading Room,22:35,wallet,low,3,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,11:49,card,medium,3,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,15:46,keys,medium,5,sunny,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,21:21,phone,low,2,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,15:47,keys,medium,10,rainy,weekday
Library,Library - 1st Floor,19:22,phone,medium,6,sunny,weekday
New Building Canteen,New Building Canteen,18:41,backpack,high,9,sunny,weekday
Juice Bar,Juice Bar,21:31,document,low,1,windy,weekend
P and S Cafeteria,P and S Cafeteria,18:53,card,high,10,sunny,weekday
P and S Cafeteria,P and S Cafeteria,08:39,waterbottle,high,8,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,01:50,wallet,medium,4,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,12:28,waterbottle,high,9,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,12:20,keys,high,10,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,15:11,keys,high,9,sunny,weekday
Anohana Canteen,Anohana Canteen,18:40,backpack,high,8,windy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,11:16,backpack,high,3,windy,weekday
Old Library Space,Old Library Space - Computer Section,21:05,waterbottle,medium,6,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,19:34,wallet,medium,4,windy,weekday
Library,Library - 1st Floor,16:11,card,high,8,windy,weekday
New Building Canteen,New Building Canteen,09:24,backpack,high,8,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,08:49,laptop,medium,9,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,20:31,wallet,high,6,rainy,weekday
Juice Bar,Juice Bar,08:39,keys,medium,5,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,12:19,card,high,10,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,16:05,keys,high,8,rainy,weekday
New Building Canteen,New Building Canteen,17:54,waterbottle,high,8,sunny,weekday
Business Faculty Study Area,Business Faculty Study Area,21:35,waterbottle,medium,5,rainy,weekday
Juice Bar,Juice Bar,14:56,waterbottle,medium,10,rainy,weekday
P and S Cafeteria,P and S Cafeteria,19:58,card,high,9,cloudy,weekend
Juice Bar,Juice Bar,11:41,waterbottle,medium,7,sunny,weekday
Library,Library - 1st Floor,12:02,wallet,medium,6,sunny,weekday
Library,Library - 2nd Floor,15:04,wallet,medium,5,rainy,weekday
Library,Library - 2nd Floor,16:33,wallet,high,6,sunny,weekday
Library,Library - 2nd Floor,21:16,wallet,medium,8,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,22:38,keys,medium,6,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,10:51,backpack,high,10,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,06:18,document,medium,8,windy,weekend
Business Faculty Study Area,Business Faculty Study Area,09:45,keys,high,3,cloudy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,17:35,waterbottle,high,7,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,21:56,waterbottle,medium,9,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,03:50,document,low,5,windy,weekday
Anohana Canteen,Anohana Canteen,03:08,document,high,5,windy,weekday
New Building Canteen,New Building Canteen,19:10,backpack,high,10,windy,weekday
Library,Library - 1st Floor,15:46,wallet,high,7,cloudy,weekday
Old Library Space,Old Library Space - Reference Section,19:16,keys,low,4,rainy,weekday
Library,Library - 2nd Floor,12:37,waterbottle,medium,7,cloudy,weekday
Library,Library - 1st Floor,21:47,waterbottle,medium,5,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,21:59,document,low,7,rainy,weekday
Bird Nest Canteen,Bird Nest Canteen,23:35,wallet,high,10,rainy,weekend
Basement Canteen,Basement Canteen,00:14,laptop,low,2,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,20:13,waterbottle,medium,5,cloudy,weekday
Library,Library - 2nd Floor,17:05,wallet,medium,5,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,12:41,phone,high,8,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,19:24,keys,high,8,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,10:57,phone,high,7,cloudy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,09:07,keys,medium,9,cloudy,weekday
Old Library Space,Old Library Space - Computer Section,22:45,waterbottle,medium,9,cloudy,weekday
Bird Nest Canteen,Bird Nest Canteen,05:46,card,low,4,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,11:38,waterbottle,high,10,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,19:30,waterbottle,medium,8,windy,weekday
New Building Canteen,New Building Canteen,11:41,wallet,high,8,sunny,weekday
3rd Floor Study Area,3rd Floor Study Area,21:01,waterbottle,medium,6,cloudy,weekday
Library,Library - 2nd Floor,22:06,laptop,medium,7,windy,weekday
New Building Canteen,New Building Canteen,12:27,phone,high,10,cloudy,weekday
New Building Canteen,New Building Canteen,11:12,phone,medium,10,cloudy,weekend
New Building Canteen,New Building Canteen,16:48,backpack,medium,8,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,12:44,keys,medium,8,windy,weekday
New Building Canteen,New Building Canteen,18:03,wallet,high,7,cloudy,weekday
Old Library Space,Old Library Space - Computer Section,22:23,waterbottle,low,3,windy,weekend
3rd Floor Study Area,3rd Floor Study Area,17:54,keys,medium,6,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,23:37,waterbottle,medium,6,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,16:28,wallet,medium,6,rainy,weekend
Bird Nest Canteen,Bird Nest Canteen,08:33,waterbottle,high,10,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,12:52,wallet,medium,4,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,14:47,wallet,high,3,cloudy,weekend
Bird Nest Study Area,Bird Nest Study Area,13:52,keys,medium,5,cloudy,weekend
Basement Canteen,Basement Canteen,03:52,document,medium,9,cloudy,weekday
Old Library Space,Old Library Space - Computer Section,21:42,backpack,medium,7,cloudy,weekday
Business Faculty Study Area,Business Faculty Study Area,20:19,laptop,high,4,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,17:55,wallet,high,9,rainy,weekday
Old Library Space,Old Library Space - 2nd Floor Study Area,16:14,phone,medium,3,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,10:12,waterbottle,medium,6,windy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,21:44,wallet,medium,5,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,21:10,wallet,medium,10,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,08:23,wallet,high,9,rainy,weekday
Juice Bar,Juice Bar,11:30,waterbottle,medium,5,sunny,weekday
Library,Library - 1st Floor,21:41,waterbottle,medium,7,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,16:46,keys,medium,7,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,11:39,backpack,medium,7,rainy,weekend
Business Faculty Study Area,Business Faculty Study Area,14:51,wallet,medium,3,sunny,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,22:56,backpack,medium,8,rainy,weekday
P and S Cafeteria,P and S Cafeteria,19:12,phone,high,10,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,22:31,waterbottle,medium,4,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,11:16,waterbottle,medium,5,cloudy,weekend
Bird Nest Canteen,Bird Nest Canteen,17:35,phone,high,10,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,21:16,wallet,medium,7,rainy,weekend
Old Library Space,Old Library Space - Computer Section,16:47,phone,medium,4,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,23:58,keys,low,3,cloudy,weekend
Anohana Canteen,Anohana Canteen,20:48,phone,high,10,sunny,weekday
New Building Canteen,New Building Canteen,13:53,backpack,high,9,sunny,weekday
Bird Nest Canteen,Bird Nest Canteen,14:48,document,high,10,windy,weekday
Bird Nest Study Area,Bird Nest Study Area,22:59,keys,medium,9,cloudy,weekday
Old Library Space,Old Library Space - Reference Section,18:52,wallet,medium,5,rainy,weekday
3rd Floor Study Area,3rd Floor Study Area,12:02,backpack,medium,7,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,10:01,waterbottle,high,10,rainy,weekday
New Building Canteen,New Building Canteen,16:56,card,high,8,rainy,weekend
P and S Cafeteria,P and S Cafeteria,17:42,backpack,high,8,rainy,weekday
Library,Library - 2nd Floor,12:55,waterbottle,medium,4,sunny,weekday
Juice Bar,Juice Bar,11:38,phone,medium,8,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,15:34,keys,high,4,rainy,weekday
New Building Canteen,New Building Canteen,17:51,document,high,10,rainy,weekend
Business Faculty Study Area,Business Faculty Study Area,23:44,waterbottle,low,1,sunny,weekend
Old Library Space,Old Library Space - Computer Section,13:14,keys,medium,7,sunny,weekday
Basement Canteen,Basement Canteen,08:38,waterbottle,high,9,windy,weekend
Old Library Space,Old Library Space - Reference Section,12:34,keys,medium,7,sunny,weekend
Business Faculty Study Area,Business Faculty Study Area,14:38,phone,medium,6,sunny,weekday
P and S Cafeteria,P and S Cafeteria,14:20,waterbottle,medium,7,cloudy,weekend
Juice Bar,Juice Bar,08:33,keys,low,10,windy,weekday
New Building Canteen,New Building Canteen,21:07,waterbottle,medium,7,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,14:50,phone,medium,8,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,11:23,waterbottle,high,9,rainy,weekday
Library,Library - 1st Floor,10:23,laptop,high,3,windy,weekday
Juice Bar,Juice Bar,23:32,phone,low,1,cloudy,weekday
Library,Library - 2nd Floor,12:52,phone,medium,6,rainy,weekday
Library,Library - 1st Floor,16:35,laptop,high,6,sunny,weekday
Basement Canteen,Basement Canteen,00:18,phone,high,10,windy,weekday
P and S Cafeteria,P and S Cafeteria,18:02,waterbottle,high,8,cloudy,weekday
Library,Library - 2nd Floor,08:12,waterbottle,medium,6,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,16:42,wallet,medium,9,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,22:50,document,low,7,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,21:43,laptop,low,2,sunny,weekend
P and S Cafeteria,P and S Cafeteria,17:28,keys,medium,10,windy,weekend
Business Faculty Study Area,Business Faculty Study Area,19:41,wallet,medium,3,windy,weekend
Basement Canteen,Basement Canteen,19:31,wallet,high,10,cloudy,weekend
Library,Library - 2nd Floor,20:39,phone,medium,9,windy,weekday
3rd Floor Study Area,3rd Floor Study Area,10:26,waterbottle,medium,8,windy,weekday
Basement Canteen,Basement Canteen,01:15,waterbottle,low,9,rainy,weekday
Basement Canteen,Basement Canteen,21:53,laptop,high,4,windy,weekend
Juice Bar,Juice Bar,23:11,waterbottle,medium,9,windy,weekend
New Building Canteen,New Building Canteen,08:24,backpack,high,9,rainy,weekday
Juice Bar,Juice Bar,07:27,waterbottle,low,4,windy,weekend
New Building Canteen,New Building Canteen,19:51,card,high,10,windy,weekday
Juice Bar,Juice Bar,08:54,phone,medium,4,windy,weekday
Library,Library - 2nd Floor,12:36,phone,medium,8,cloudy,weekend
Library,Library - 1st Floor,15:03,wallet,medium,5,sunny,weekday
P and S Cafeteria,P and S Cafeteria,13:19,wallet,high,10,sunny,weekend
Business Faculty Study Area,Business Faculty Study Area,12:18,phone,high,10,windy,weekday
Old Library Space,Old Library Space - Reference Section,23:51,card,medium,7,rainy,weekend
New Building Canteen,New Building Canteen,20:29,keys,high,7,cloudy,weekday
Old Library Space,Old Library Space - 2nd Floor Study Area,17:37,waterbottle,medium,9,sunny,weekend
Bird Nest Canteen,Bird Nest Canteen,12:44,phone,high,10,sunny,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,02:58,phone,high,5,windy,weekday
Business Faculty Study Area,Business Faculty Study Area,11:15,document,high,9,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,14:54,waterbottle,high,9,windy,weekday
Anohana Canteen,Anohana Canteen,08:08,keys,high,10,rainy,weekday
Anohana Canteen,Anohana Canteen,13:09,keys,high,1,sunny,weekend
3rd Floor Study Area,3rd Floor Study Area,15:34,card,medium,9,rainy,weekend
Study Area 4th Floor New Building,Study Area 4th Floor New Building,09:01,waterbottle,medium,4,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,18:33,phone,high,10,cloudy,weekend
P and S Cafeteria,P and S Cafeteria,19:02,keys,high,8,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,12:19,backpack,medium,4,sunny,weekend
Juice Bar,Juice Bar,13:48,waterbottle,medium,8,rainy,weekday
P and S Cafeteria,P and S Cafeteria,11:22,waterbottle,high,9,cloudy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,15:37,keys,high,6,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,20:33,phone,medium,7,cloudy,weekday
New Building Canteen,New Building Canteen,09:00,waterbottle,high,10,sunny,weekday
Juice Bar,Juice Bar,15:30,document,high,3,rainy,weekday
Anohana Canteen,Anohana Canteen,12:06,wallet,high,7,sunny,weekday
Bird Nest Study Area,Bird Nest Study Area,08:41,phone,medium,4,sunny,weekend
Juice Bar,Juice Bar,18:55,laptop,low,1,windy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,23:21,waterbottle,low,7,cloudy,weekend
New Building Canteen,New Building Canteen,20:33,phone,high,10,rainy,weekday
Business Faculty Study Area,Business Faculty Study Area,15:23,waterbottle,high,9,rainy,weekday
Bird Nest Study Area,Bird Nest Study Area,06:12,phone,low,3,cloudy,weekend
3rd Floor Study Area,3rd Floor Study Area,16:51,backpack,medium,2,rainy,weekend
P and S Cafeteria,P and S Cafeteria,09:06,wallet,medium,4,sunny,weekend
Business Faculty Study Area,Business Faculty Study Area,20:52,wallet,medium,4,sunny,weekend
Bird Nest Study Area,Bird Nest Study Area,10:01,waterbottle,medium,10,rainy,weekday
Study Area 4th Floor New Building,Study Area 4th Floor New Building,17:49,phone,medium,4,cloudy,weekday
P and S Cafeteria,P and S Cafeteria,15:19,backpack,medium,7,sunny,weekend
Library,Library - 2nd Floor,08:23,waterbottle,high,10,windy,weekday
Bird Nest Canteen,Bird Nest Canteen,16:58,waterbottle,high,8,windy,weekend
Juice Bar,Juice Bar,10:57,document,high,7,cloudy,weekend
Business Faculty Study Area,Business Faculty Study Area,10:45,backpack,high,10,cloudy,weekday
Bird Nest Study Area,Bird Nest Study Area,13:33,wallet,high,7,cloudy,weekday
Library,Library - 2nd Floor,09:22,phone,high,3,sunny,weekend
P and S Cafeteria,P and S Cafeteria,12:14,keys,high,10,windy,weekday
New Building Canteen,New Building Canteen,06:40,card,medium,9,rainy,weekend
Bird Nest Study Area,Bird Nest Study Area,10:45,waterbottle,medium,8,windy,weekday
