location,time,itemType,crowdLevel,lostCount,weather,dayType,timestamp,incident_occurred,reported_at
Business Faculty Study Area,16:37,keys,high,2,cloudy,weekday,2024-12-11 16:37:47,,
Bird Nest Study Area,16:40,document,medium,4,rainy,weekday,2024-12-11 16:40:20,,
3rd Floor Study Area,16:42,laptop,high,2,sunny,weekday,2024-12-11 16:42:36,,
Study Area 4th Floor New Building,16:44,phone,high,4,sunny,weekday,2024-12-11 16:44:22,,
Bird Nest Canteen,16:55,keys,medium,7,cloudy,weekday,2024-12-11 16:55:48,,
P and S Cafeteria,16:55,bag,high,10,cloudy,weekday,2024-12-11 16:55:57,,
Library,17:01,bag,high,2,rainy,weekday,2024-12-11 17:01:44,,
Anohana Canteen,17:10,phone,medium,5,sunny,weekday,2024-12-11 17:10:24,,
Library outdoor Space storage,17:43,wallet,high,1,sunny,weekday,2024-12-11 17:43:19,,
P and S Cafeteria,17:43,bag,high,5,sunny,weekday,2024-12-11 17:43:19,,
P and S Cafeteria,18:43,laptop,low,9,sunny,weekday,2024-12-11 18:43:32,,
Library,18:44,other,low,4,rainy,weekday,2024-12-11 18:44:54,,
Business Faculty Study Area,18:54,laptop,low,3,rainy,weekday,2024-12-11 18:54:53,,
3rd Floor Study Area,19:19,phone,low,4,rainy,weekday,2024-12-11 19:19:00,,
Study Area 4th Floor New Building,19:22,document,low,4,sunny,weekday,2024-12-11 19:22:39,,
Bird Nest Study Area,19:36,keys,low,2,sunny,weekday,2024-12-11 19:36:08,,
P and S Cafeteria,19:40,laptop,low,8,sunny,weekday,2024-12-11 19:40:49,,
Old Library Space,19:45,other,low,6,rainy,weekday,2024-12-11 19:45:28,,
Library,21:19,phone,low,1,stormy,weekday,2024-12-11 21:19:56,,
P and S Cafeteria,08:09,laptop,very_high,7,rainy,weekday,2024-12-12 08:09:21,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,08:27,wallet,very_high,1,rainy,weekday,2024-12-12 08:27:33,,
Anohana Canteen,08:28,wallet,very_high,4,stormy,weekday,2024-12-12 08:28:02,,
Library,09:15,laptop,high,1,rainy,weekday,2024-12-12 09:15:04,,
Bird Nest Canteen,09:24,phone,high,1,sunny,weekday,2024-12-12 09:24:02,,
P and S Cafeteria,09:34,wallet,medium,9,cloudy,weekday,2024-12-12 09:34:55,,
Bird Nest Study Area,09:41,laptop,high,1,stormy,weekday,2024-12-12 09:41:53,,
Old Library Space,09:54,other,high,4,sunny,weekday,2024-12-12 09:54:01,,
New Building Canteen,10:01,laptop,medium,5,sunny,weekday,2024-12-12 10:01:35,,
New Building Bio Laboratory outside space Storage Cabins,10:03,bag,high,1,rainy,weekday,2024-12-12 10:03:15,,
Anohana Canteen,10:05,laptop,medium,6,stormy,weekday,2024-12-12 10:05:27,,
3rd Floor Study Area,10:08,wallet,medium,2,sunny,weekday,2024-12-12 10:08:53,,
Basement Canteen,10:11,document,high,5,cloudy,weekday,2024-12-12 10:11:57,,
Juice Bar,10:12,laptop,medium,6,stormy,weekday,2024-12-12 10:12:36,,
Library outdoor Space storage,10:30,other,high,3,cloudy,weekday,2024-12-12 10:30:23,,
Business Faculty Study Area,10:46,wallet,medium,4,rainy,weekday,2024-12-12 10:46:12,,
P and S Cafeteria,10:52,document,high,10,cloudy,weekday,2024-12-12 10:52:05,,
Study Area 4th Floor New Building,11:00,other,high,1,sunny,weekday,2024-12-12 11:00:30,,
Bird Nest Canteen,11:07,other,high,5,rainy,weekday,2024-12-12 11:07:27,,
Anohana Canteen,11:17,wallet,high,6,sunny,weekday,2024-12-12 11:17:55,,
New Building Canteen,11:30,document,medium,5,sunny,weekday,2024-12-12 11:30:56,,
Library,11:56,wallet,high,4,cloudy,weekday,2024-12-12 11:56:30,,
Basement Canteen,12:03,bag,very_high,6,stormy,weekday,2024-12-12 12:03:17,,
P and S Cafeteria,12:09,document,very_high,6,cloudy,weekday,2024-12-12 12:09:13,,
Bird Nest Study Area,12:31,keys,very_high,5,sunny,weekday,2024-12-12 12:31:19,,
Bird Nest Canteen,12:36,phone,very_high,3,sunny,weekday,2024-12-12 12:36:53,,
Anohana Canteen,12:51,document,very_high,8,stormy,weekday,2024-12-12 12:51:02,,
Juice Bar,12:55,phone,very_high,4,rainy,weekday,2024-12-12 12:55:24,,
Old Library Space,13:02,laptop,very_high,1,cloudy,weekday,2024-12-12 13:02:07,,
Main Building 5th floor outside space Storage Cabin,13:11,document,very_high,2,rainy,weekday,2024-12-12 13:11:12,,
P and S Cafeteria,13:15,keys,very_high,2,sunny,weekday,2024-12-12 13:15:19,,
New Building Canteen,13:36,laptop,very_high,2,stormy,weekday,2024-12-12 13:36:07,,
Basement Canteen,13:36,wallet,very_high,5,stormy,weekday,2024-12-12 13:36:19,,
Bird Nest Canteen,13:39,laptop,very_high,7,cloudy,weekday,2024-12-12 13:39:19,,
P and S Cafeteria,14:08,document,high,9,sunny,weekday,2024-12-12 14:08:38,,
Business Faculty Study Area,14:12,wallet,high,5,sunny,weekday,2024-12-12 14:12:19,,
Anohana Canteen,14:13,keys,high,9,rainy,weekday,2024-12-12 14:13:01,,
Study Area 4th Floor New Building,14:27,phone,high,2,stormy,weekday,2024-12-12 14:27:30,,
Library,14:28,other,high,7,cloudy,weekday,2024-12-12 14:28:45,,
3rd Floor Study Area,14:31,keys,medium,2,sunny,weekday,2024-12-12 14:31:55,,
P and S Cafeteria,14:56,other,high,5,sunny,weekday,2024-12-12 14:56:00,,
Bird Nest Study Area,15:00,document,high,3,rainy,weekday,2024-12-12 15:00:45,,
Juice Bar,15:04,document,medium,2,cloudy,weekday,2024-12-12 15:04:08,,
Basement Canteen,15:05,laptop,high,4,sunny,weekday,2024-12-12 15:05:34,,
New Building Canteen,15:06,phone,medium,7,rainy,weekday,2024-12-12 15:06:24,,
Library outdoor Space storage,15:21,bag,medium,1,sunny,weekday,2024-12-12 15:21:30,,
Bird Nest Canteen,15:23,keys,medium,8,rainy,weekday,2024-12-12 15:23:56,,
Anohana Canteen,15:29,phone,medium,10,sunny,weekday,2024-12-12 15:29:18,,
Old Library Space,16:00,laptop,medium,4,sunny,weekday,2024-12-12 16:00:32,,
P and S Cafeteria,16:14,keys,high,7,sunny,weekday,2024-12-12 16:14:13,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,16:20,bag,high,1,rainy,weekday,2024-12-12 16:20:53,,
Basement Canteen,16:23,phone,high,11,rainy,weekday,2024-12-12 16:23:13,,
New Building Canteen,16:31,other,high,1,stormy,weekday,2024-12-12 16:31:22,,
Anohana Canteen,16:36,bag,high,3,cloudy,weekday,2024-12-12 16:36:12,,
Juice Bar,16:45,document,medium,2,sunny,weekday,2024-12-12 16:45:17,,
Study Area 4th Floor New Building,16:46,keys,high,5,sunny,weekday,2024-12-12 16:46:14,,
Bird Nest Canteen,16:49,bag,medium,6,cloudy,weekday,2024-12-12 16:49:17,,
New Building Bio Laboratory outside space Storage Cabins,17:06,wallet,medium,2,sunny,weekday,2024-12-12 17:06:32,,
Library,17:27,phone,medium,3,cloudy,weekday,2024-12-12 17:27:23,,
P and S Cafeteria,17:30,laptop,medium,11,sunny,weekday,2024-12-12 17:30:47,,
Anohana Canteen,17:36,bag,high,8,cloudy,weekday,2024-12-12 17:36:37,,
3rd Floor Study Area,17:39,keys,medium,1,stormy,weekday,2024-12-12 17:39:43,,
Business Faculty Study Area,17:52,document,medium,2,sunny,weekday,2024-12-12 17:52:46,,
Bird Nest Canteen,17:53,keys,medium,7,sunny,weekday,2024-12-12 17:53:06,,
Bird Nest Study Area,18:11,wallet,low,2,sunny,weekday,2024-12-12 18:11:30,,
P and S Cafeteria,18:26,laptop,low,4,sunny,weekday,2024-12-12 18:26:48,,
Old Library Space,18:34,keys,low,1,rainy,weekday,2024-12-12 18:34:47,,
P and S Cafeteria,19:34,other,low,10,rainy,weekday,2024-12-12 19:34:08,,
Library,20:31,bag,low,4,stormy,weekday,2024-12-12 20:31:21,,
Anohana Canteen,08:11,document,very_high,2,rainy,weekday,2024-12-13 08:11:41,,
P and S Cafeteria,08:20,bag,very_high,4,sunny,weekday,2024-12-13 08:20:55,,
New Building Bio Laboratory outside space Storage Cabins,08:46,wallet,very_high,1,rainy,weekday,2024-12-13 08:46:55,,
Bird Nest Study Area,09:00,wallet,high,2,stormy,weekday,2024-12-13 09:00:46,,
Bird Nest Canteen,09:07,phone,high,7,rainy,weekday,2024-12-13 09:07:55,,
Library outdoor Space storage,09:10,document,high,3,stormy,weekday,2024-12-13 09:10:45,,
3rd Floor Study Area,09:19,bag,medium,3,cloudy,weekday,2024-12-13 09:19:08,,
Anohana Canteen,09:38,bag,medium,4,sunny,weekday,2024-12-13 09:38:24,,
P and S Cafeteria,09:43,phone,high,2,rainy,weekday,2024-12-13 09:43:19,,
Juice Bar,09:50,keys,medium,2,rainy,weekday,2024-12-13 09:50:38,,
New Building Canteen,09:52,wallet,medium,3,sunny,weekday,2024-12-13 09:52:17,,
Library,10:03,other,medium,2,cloudy,weekday,2024-12-13 10:03:17,,
Old Library Space,10:08,laptop,high,2,cloudy,weekday,2024-12-13 10:08:13,,
Basement Canteen,10:10,phone,medium,6,cloudy,weekday,2024-12-13 10:10:38,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,10:25,keys,high,1,sunny,weekday,2024-12-13 10:25:42,,
P and S Cafeteria,10:43,wallet,high,10,sunny,weekday,2024-12-13 10:43:26,,
Bird Nest Canteen,10:47,other,high,6,sunny,weekday,2024-12-13 10:47:57,,
Business Faculty Study Area,10:54,laptop,high,1,stormy,weekday,2024-12-13 10:54:19,,
Study Area 4th Floor New Building,10:55,other,high,2,cloudy,weekday,2024-12-13 10:55:41,,
Anohana Canteen,10:56,wallet,medium,3,stormy,weekday,2024-12-13 10:56:59,,
P and S Cafeteria,11:51,laptop,high,8,cloudy,weekday,2024-12-13 11:51:56,,
Bird Nest Canteen,11:56,keys,high,8,cloudy,weekday,2024-12-13 11:56:57,,
Basement Canteen,11:57,document,high,6,sunny,weekday,2024-12-13 11:57:02,,
Anohana Canteen,12:03,wallet,very_high,3,sunny,weekday,2024-12-13 12:03:43,,
New Building Canteen,12:06,laptop,very_high,4,rainy,weekday,2024-12-13 12:06:58,,
Old Library Space,12:14,document,very_high,2,sunny,weekday,2024-12-13 12:14:35,,
Main Building 5th floor outside space Storage Cabin,12:26,document,very_high,1,rainy,weekday,2024-12-13 12:26:55,,
Juice Bar,12:31,other,very_high,2,cloudy,weekday,2024-12-13 12:31:27,,
P and S Cafeteria,12:50,keys,very_high,4,sunny,weekday,2024-12-13 12:50:22,,
Bird Nest Study Area,12:52,other,very_high,6,cloudy,weekday,2024-12-13 12:52:14,,
Library,13:04,document,very_high,2,sunny,weekday,2024-12-13 13:04:16,,
Anohana Canteen,13:05,keys,very_high,9,rainy,weekday,2024-12-13 13:05:10,,
3rd Floor Study Area,13:12,other,very_high,2,stormy,weekday,2024-12-13 13:12:03,,
Business Faculty Study Area,13:15,wallet,very_high,6,rainy,weekday,2024-12-13 13:15:23,,
Basement Canteen,13:24,document,very_high,3,sunny,weekday,2024-12-13 13:24:46,,
Study Area 4th Floor New Building,13:29,keys,very_high,3,cloudy,weekday,2024-12-13 13:29:20,,
Bird Nest Canteen,13:36,document,very_high,8,sunny,weekday,2024-12-13 13:36:51,,
P and S Cafeteria,13:40,laptop,very_high,5,cloudy,weekday,2024-12-13 13:40:09,,
Anohana Canteen,14:06,laptop,medium,5,sunny,weekday,2024-12-13 14:06:06,,
P and S Cafeteria,14:35,wallet,high,10,sunny,weekday,2024-12-13 14:35:01,,
New Building Canteen,14:37,laptop,medium,2,rainy,weekday,2024-12-13 14:37:41,,
Basement Canteen,14:50,wallet,medium,6,stormy,weekday,2024-12-13 14:50:55,,
Old Library Space,14:59,phone,medium,3,cloudy,weekday,2024-12-13 14:59:31,,
Bird Nest Canteen,14:59,laptop,medium,4,cloudy,weekday,2024-12-13 14:59:47,,
Bird Nest Study Area,15:08,bag,high,3,cloudy,weekday,2024-12-13 15:08:00,,
Anohana Canteen,15:17,bag,high,6,sunny,weekday,2024-12-13 15:17:36,,
Juice Bar,15:20,document,medium,3,cloudy,weekday,2024-12-13 15:20:10,,
Library,15:31,laptop,medium,3,cloudy,weekday,2024-12-13 15:31:18,,
Business Faculty Study Area,15:32,laptop,high,1,stormy,weekday,2024-12-13 15:32:44,,
P and S Cafeteria,15:34,wallet,medium,7,stormy,weekday,2024-12-13 15:34:21,,
3rd Floor Study Area,15:41,laptop,high,1,cloudy,weekday,2024-12-13 15:41:06,,
Library outdoor Space storage,15:57,other,medium,1,cloudy,weekday,2024-12-13 15:57:23,,
Study Area 4th Floor New Building,15:59,wallet,medium,1,stormy,weekday,2024-12-13 15:59:35,,
Basement Canteen,16:07,other,high,4,cloudy,weekday,2024-12-13 16:07:55,,
New Building Bio Laboratory outside space Storage Cabins,16:17,bag,medium,1,sunny,weekday,2024-12-13 16:17:08,,
P and S Cafeteria,16:25,bag,medium,7,stormy,weekday,2024-12-13 16:25:43,,
Anohana Canteen,16:25,wallet,high,7,sunny,weekday,2024-12-13 16:25:46,,
Bird Nest Canteen,16:33,bag,high,12,sunny,weekday,2024-12-13 16:33:28,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,16:40,keys,high,3,cloudy,weekday,2024-12-13 16:40:18,,
Bird Nest Canteen,17:33,phone,medium,7,cloudy,weekday,2024-12-13 17:33:20,,
Business Faculty Study Area,17:44,other,high,4,cloudy,weekday,2024-12-13 17:44:04,,
Anohana Canteen,17:44,other,high,7,sunny,weekday,2024-12-13 17:44:25,,
P and S Cafeteria,17:45,document,medium,7,sunny,weekday,2024-12-13 17:45:21,,
Bird Nest Study Area,18:25,phone,low,2,rainy,weekday,2024-12-13 18:25:53,,
Library,18:33,document,low,8,cloudy,weekday,2024-12-13 18:33:54,,
Old Library Space,18:35,phone,low,4,cloudy,weekday,2024-12-13 18:35:31,,
P and S Cafeteria,18:37,bag,low,2,sunny,weekday,2024-12-13 18:37:24,,
3rd Floor Study Area,19:32,phone,low,3,sunny,weekday,2024-12-13 19:32:23,,
P and S Cafeteria,19:54,other,low,10,cloudy,weekday,2024-12-13 19:54:16,,
Library,20:59,laptop,low,2,cloudy,weekday,2024-12-13 20:59:03,,
Old Library Space,08:06,laptop,very_high,4,cloudy,weekend,2024-12-14 08:06:10,,
Library outdoor Space storage,08:06,wallet,very_high,1,stormy,weekend,2024-12-14 08:06:53,,
Anohana Canteen,08:10,document,very_high,4,sunny,weekend,2024-12-14 08:10:53,,
New Building Bio Laboratory outside space Storage Cabins,08:17,document,very_high,1,sunny,weekend,2024-12-14 08:17:46,,
P and S Cafeteria,08:18,keys,high,6,sunny,weekend,2024-12-14 08:18:52,,
Library,08:24,wallet,very_high,5,sunny,weekend,2024-12-14 08:24:03,,
Bird Nest Canteen,08:35,keys,high,7,cloudy,weekend,2024-12-14 08:35:02,,
Bird Nest Study Area,08:58,document,high,1,stormy,weekend,2024-12-14 08:58:44,,
Anohana Canteen,09:11,document,high,4,stormy,weekend,2024-12-14 09:11:53,,
P and S Cafeteria,09:33,wallet,high,6,sunny,weekend,2024-12-14 09:33:04,,
Business Faculty Study Area,09:33,document,high,2,stormy,weekend,2024-12-14 09:33:32,,
Bird Nest Canteen,09:42,phone,very_high,6,sunny,weekend,2024-12-14 09:42:23,,
Basement Canteen,10:06,laptop,high,3,cloudy,weekend,2024-12-14 10:06:54,,
Old Library Space,10:07,phone,medium,1,sunny,weekend,2024-12-14 10:07:40,,
3rd Floor Study Area,10:20,phone,high,2,sunny,weekend,2024-12-14 10:20:36,,
Anohana Canteen,10:29,document,very_high,9,sunny,weekend,2024-12-14 10:29:11,,
Study Area 4th Floor New Building,10:37,wallet,high,2,rainy,weekend,2024-12-14 10:37:55,,
P and S Cafeteria,10:45,other,very_high,8,cloudy,weekend,2024-12-14 10:45:37,,
Juice Bar,11:06,phone,high,3,rainy,weekend,2024-12-14 11:06:06,,
Library,11:15,document,high,4,cloudy,weekend,2024-12-14 11:15:00,,
Bird Nest Canteen,11:29,document,high,11,sunny,weekend,2024-12-14 11:29:23,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,11:30,other,medium,1,cloudy,weekend,2024-12-14 11:30:05,,
Anohana Canteen,11:33,wallet,very_high,2,stormy,weekend,2024-12-14 11:33:59,,
New Building Canteen,11:34,wallet,very_high,3,cloudy,weekend,2024-12-14 11:34:21,,
P and S Cafeteria,11:43,bag,high,7,sunny,weekend,2024-12-14 11:43:58,,
Basement Canteen,11:50,document,medium,5,cloudy,weekend,2024-12-14 11:50:06,,
Business Faculty Study Area,11:53,phone,very_high,3,rainy,weekend,2024-12-14 11:53:42,,
Main Building 5th floor outside space Storage Cabin,11:59,bag,medium,2,stormy,weekend,2024-12-14 11:59:23,,
Library outdoor Space storage,12:17,laptop,high,1,cloudy,weekend,2024-12-14 12:17:07,,
Old Library Space,12:20,phone,high,1,rainy,weekend,2024-12-14 12:20:59,,
P and S Cafeteria,12:37,phone,medium,7,stormy,weekend,2024-12-14 12:37:13,,
Anohana Canteen,12:37,wallet,high,6,cloudy,weekend,2024-12-14 12:37:24,,
Bird Nest Study Area,12:39,phone,medium,1,sunny,weekend,2024-12-14 12:39:29,,
Bird Nest Canteen,12:59,phone,high,4,sunny,weekend,2024-12-14 12:59:13,,
Basement Canteen,13:07,wallet,very_high,3,sunny,weekend,2024-12-14 13:07:33,,
Juice Bar,13:07,document,high,6,sunny,weekend,2024-12-14 13:07:52,,
New Building Canteen,13:19,bag,high,5,cloudy,weekend,2024-12-14 13:19:05,,
Library,13:36,keys,high,5,stormy,weekend,2024-12-14 13:36:47,,
Anohana Canteen,13:53,phone,high,8,stormy,weekend,2024-12-14 13:53:33,,
P and S Cafeteria,14:02,wallet,high,9,sunny,weekend,2024-12-14 14:02:47,,
New Building Bio Laboratory outside space Storage Cabins,14:12,keys,high,3,sunny,weekend,2024-12-14 14:12:20,,
Study Area 4th Floor New Building,14:29,other,medium,1,stormy,weekend,2024-12-14 14:29:53,,
3rd Floor Study Area,14:33,keys,high,1,sunny,weekend,2024-12-14 14:33:30,,
Bird Nest Canteen,14:43,wallet,very_high,6,sunny,weekend,2024-12-14 14:43:09,,
Anohana Canteen,14:54,phone,medium,5,sunny,weekend,2024-12-14 14:54:17,,
New Building Canteen,14:56,phone,high,7,sunny,weekend,2024-12-14 14:56:24,,
Bird Nest Study Area,15:12,bag,high,2,rainy,weekend,2024-12-14 15:12:03,,
P and S Cafeteria,15:12,other,very_high,9,rainy,weekend,2024-12-14 15:12:50,,
Basement Canteen,15:20,bag,very_high,2,cloudy,weekend,2024-12-14 15:20:36,,
Business Faculty Study Area,15:28,bag,high,5,rainy,weekend,2024-12-14 15:28:07,,
Old Library Space,15:43,other,very_high,2,cloudy,weekend,2024-12-14 15:43:48,,
Juice Bar,15:48,wallet,high,2,rainy,weekend,2024-12-14 15:48:32,,
Anohana Canteen,16:03,document,very_high,2,stormy,weekend,2024-12-14 16:03:28,,
Bird Nest Canteen,16:03,document,very_high,5,rainy,weekend,2024-12-14 16:03:34,,
P and S Cafeteria,16:21,keys,very_high,10,sunny,weekend,2024-12-14 16:21:26,,
Library,16:30,other,very_high,5,cloudy,weekend,2024-12-14 16:30:23,,
Study Area 4th Floor New Building,17:14,keys,high,3,sunny,weekend,2024-12-14 17:14:30,,
3rd Floor Study Area,17:17,keys,high,2,stormy,weekend,2024-12-14 17:17:43,,
Anohana Canteen,17:18,wallet,high,10,sunny,weekend,2024-12-14 17:18:45,,
Bird Nest Canteen,17:23,bag,high,10,cloudy,weekend,2024-12-14 17:23:47,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,17:28,keys,high,1,cloudy,weekend,2024-12-14 17:28:29,,
Bird Nest Study Area,17:32,wallet,very_high,1,cloudy,weekend,2024-12-14 17:32:32,,
P and S Cafeteria,17:37,laptop,high,5,sunny,weekend,2024-12-14 17:37:09,,
P and S Cafeteria,18:30,phone,low,9,stormy,weekend,2024-12-14 18:30:00,,
Old Library Space,18:49,bag,low,3,sunny,weekend,2024-12-14 18:49:43,,
Library,18:59,document,low,4,cloudy,weekend,2024-12-14 18:59:51,,
P and S Cafeteria,19:44,bag,low,4,rainy,weekend,2024-12-14 19:44:16,,
Library,21:15,other,low,4,rainy,weekend,2024-12-14 21:15:30,,
P and S Cafeteria,08:26,keys,medium,10,sunny,weekend,2024-12-15 08:26:44,,
Anohana Canteen,08:57,other,medium,7,stormy,weekend,2024-12-15 08:57:19,,
Bird Nest Study Area,09:01,other,medium,2,cloudy,weekend,2024-12-15 09:01:08,,
Business Faculty Study Area,09:12,document,medium,2,cloudy,weekend,2024-12-15 09:12:09,,
Juice Bar,09:15,wallet,very_high,4,rainy,weekend,2024-12-15 09:15:20,,
New Building Canteen,09:18,other,very_high,4,sunny,weekend,2024-12-15 09:18:13,,
Bird Nest Canteen,09:28,laptop,very_high,6,sunny,weekend,2024-12-15 09:28:50,,
P and S Cafeteria,09:34,phone,medium,6,stormy,weekend,2024-12-15 09:34:33,,
Basement Canteen,10:02,phone,very_high,4,sunny,weekend,2024-12-15 10:02:27,,
Anohana Canteen,10:12,laptop,high,4,sunny,weekend,2024-12-15 10:12:06,,
New Building Bio Laboratory outside space Storage Cabins,10:31,bag,high,2,sunny,weekend,2024-12-15 10:31:52,,
Bird Nest Canteen,10:35,keys,medium,4,stormy,weekend,2024-12-15 10:35:05,,
Library,10:35,document,very_high,2,cloudy,weekend,2024-12-15 10:35:50,,
Old Library Space,10:39,bag,high,3,cloudy,weekend,2024-12-15 10:39:15,,
P and S Cafeteria,10:54,bag,very_high,11,sunny,weekend,2024-12-15 10:54:58,,
Bird Nest Study Area,11:07,laptop,high,3,sunny,weekend,2024-12-15 11:07:39,,
New Building Canteen,11:10,other,high,1,cloudy,weekend,2024-12-15 11:10:38,,
Main Building 5th floor outside space Storage Cabin,11:15,wallet,high,1,sunny,weekend,2024-12-15 11:15:08,,
Business Faculty Study Area,11:22,keys,medium,1,stormy,weekend,2024-12-15 11:22:37,,
3rd Floor Study Area,11:25,keys,high,2,stormy,weekend,2024-12-15 11:25:03,,
Juice Bar,11:27,wallet,high,1,sunny,weekend,2024-12-15 11:27:06,,
Bird Nest Canteen,11:37,wallet,medium,4,rainy,weekend,2024-12-15 11:37:17,,
Anohana Canteen,11:43,wallet,high,10,cloudy,weekend,2024-12-15 11:43:49,,
P and S Cafeteria,11:59,other,high,11,sunny,weekend,2024-12-15 11:59:02,,
Study Area 4th Floor New Building,12:04,laptop,medium,4,rainy,weekend,2024-12-15 12:04:59,,
Basement Canteen,12:15,document,high,7,sunny,weekend,2024-12-15 12:15:16,,
Library outdoor Space storage,12:15,phone,high,3,sunny,weekend,2024-12-15 12:15:35,,
Main building 4th floor B401 Laboratory outside space Storage Cabins,12:23,bag,medium,3,stormy,weekend,2024-12-15 12:23:35,,
Anohana Canteen,12:43,document,high,5,sunny,weekend,2024-12-15 12:43:59,,
P and S Cafeteria,12:46,document,high,6,sunny,weekend,2024-12-15 12:46:02,,
Bird Nest Canteen,12:50,phone,high,2,sunny,weekend,2024-12-15 12:50:07,,
New Building Canteen,13:04,bag,high,6,sunny,weekend,2024-12-15 13:04:19,,
Library,13:14,wallet,very_high,4,cloudy,weekend,2024-12-15 13:14:34,,
Basement Canteen,13:42,other,very_high,5,cloudy,weekend,2024-12-15 13:42:50,,
P and S Cafeteria,13:45,keys,very_high,6,rainy,weekend,2024-12-15 13:45:46,,
Anohana Canteen,13:52,phone,high,2,stormy,weekend,2024-12-15 13:52:42,,
Bird Nest Canteen,13:58,keys,high,5,sunny,weekend,2024-12-15 13:58:05,,
